Year,Month,MONTH,Day,Effort,DATE,Effort relative to the maximum
2023,April,4,20,342,20230420,1.000
2023,April,4,21,342,20230421,1.000
2023,April,4,22,342,20230422,1.000
2023,April,4,23,342,20230423,1.000
2023,April,4,24,185.2,20230424,0.542
2023,April,4,25,80,20230425,0.234
2023,April,4,26,296.4,20230426,0.867
2023,April,4,27,342,20230427,1.000
2023,April,4,28,342,20230428,1.000
2023,April,4,29,342,20230429,1.000
2023,April,4,30,240.8,20230430,0.704
2023,May,5,2,309.6,20230502,0.905
2023,May,5,3,342,20230503,1.000
2023,May,5,4,342,20230504,1.000
2023,May,5,5,342,20230505,1.000
2023,May,5,6,317.2,20230506,0.927
2023,May,5,7,342,20230507,1.000
2023,May,5,8,65.8,20230508,0.192
2023,May,5,9,319.2,20230509,0.933
2023,May,5,10,182.4,20230510,0.533
2023,May,5,11,340.4,20230511,0.995
2023,May,5,12,246,20230512,0.719
2023,May,5,13,46.8,20230513,0.137
2023,May,5,14,288,20230514,0.842
2023,May,5,15,205.2,20230515,0.600
2023,May,5,16,181.4,20230516,0.530
2023,May,5,17,208.8,20230517,0.611
2023,May,5,18,342,20230518,1.000
2023,May,5,19,211.6,20230519,0.619
2023,May,5,21,170.4,20230521,0.498
2023,May,5,22,184.8,20230522,0.540
2023,May,5,23,71.6,20230523,0.209
2024,February,2,27,100.154,20240227,0.293
2024,February,2,28,91.4,20240228,0.267
2024,February,2,29,173.1,20240229,0.506
2024,March,3,1,76.2,20240301,0.223
2024,March,3,2,238.154,20240302,0.696
2024,March,3,3,204.92,20240303,0.599
2024,March,3,4,276,20240304,0.807
2024,March,3,5,315.7,20240305,0.923
2024,March,3,7,315.7,20240307,0.923
2024,March,3,8,308.7692308,20240308,0.903
2024,March,3,9,173.0769231,20240309,0.506
2024,March,3,10,182.7692308,20240310,0.534
2024,March,3,11,51.23076923,20240311,0.150
2024,March,3,12,269.0769231,20240312,0.787
2024,March,3,13,342,20240313,1.000
2024,March,3,14,342,20240314,1.000
2024,March,3,15,342,20240315,1.000
2024,March,3,16,342,20240316,1.000
2024,March,3,17,342,20240317,1.000
2024,March,3,18,342,20240318,1.000
2024,March,3,19,342,20240319,1.000
2024,March,3,20,342,20240320,1.000
2024,March,3,21,342,20240321,1.000
2024,March,3,22,342,20240322,1.000
2024,March,3,23,342,20240323,1.000
2024,March,3,24,286.714,20240324,0.838
2024,March,3,25,310.071,20240325,0.907
2024,March,3,27,101.786,20240327,0.298
2024,March,3,28,327.214,20240328,0.957
2024,March,3,29,247.714,20240329,0.724
2024,March,3,30,210,20240330,0.614
2024,March,3,31,323.143,20240331,0.945
2024,April,4,1,120,20240401,0.351
2024,April,4,2,317.571,20240402,0.929
2024,April,4,3,342,20240403,1.000
2024,April,4,4,342,20240404,1.000
2024,April,4,5,342,20240405,1.000
2024,April,4,6,342,20240406,1.000
2024,April,4,7,342,20240407,1.000
2024,April,4,8,342,20240408,1.000
2024,April,4,9,296.4,20240409,0.867
2024,April,4,10,136.8,20240410,0.400
2024,April,4,11,342,20240411,1.000
2024,April,4,12,342,20240412,1.000
2024,April,4,13,342,20240413,1.000
2024,April,4,14,342,20240414,1.000
2024,April,4,15,342,20240415,1.000
2024,April,4,16,319,20240416,0.933
2024,April,4,17,91.2,20240417,0.267
2024,April,4,18,296.4,20240418,0.867
2024,April,4,19,182.4,20240419,0.533
2024,April,4,20,342,20240420,1.000
2024,April,4,21,342,20240421,1.000
2024,April,4,22,342,20240422,1.000
2024,April,4,23,181,20240423,0.529
2024,April,4,24,68.4,20240424,0.200
2024,April,4,25,183.6,20240425,0.537
2024,April,4,26,342,20240426,1.000
2024,April,4,27,342,20240427,1.000
2024,April,4,28,342,20240428,1.000
2024,April,4,29,342,20240429,1.000
2024,April,4,30,299.25,20240430,0.875
2024,May,5,1,171,20240501,0.500
2024,May,5,2,198.38,20240502,0.580
2024,May,5,4,299.3,20240504,0.875
2024,May,5,5,342,20240505,1.000
2024,May,5,6,342,20240506,1.000
2024,May,5,7,342,20240507,1.000
2024,May,5,8,171,20240508,0.500
2024,May,5,9,342,20240509,1.000
2024,May,5,10,342,20240510,1.000
2024,May,5,11,342,20240511,1.000
2024,May,5,12,342,20240512,1.000
2024,May,5,13,342,20240513,1.000
2024,May,5,14,342,20240514,1.000
2024,May,5,15,342,20240515,1.000
2024,May,5,16,342,20240516,1.000
2024,May,5,17,342,20240517,1.000
2024,May,5,18,243,20240518,0.711
2024,May,5,19,213.75,20240519,0.625
2024,May,5,20,299.25,20240520,0.875
2024,May,5,21,128.25,20240521,0.375
2024,May,5,22,342,20240522,1.000
2024,May,5,23,342,20240523,1.000
2024,May,5,24,171,20240524,0.500
